id_komentar,author_name,text_display,Sentimen
UgyavH3GxpIGOlauIwZ4AaABAg,Ayid Payawan,Sdh di bilang data itu kadang lambat & kurang akurat. Bisnis mulu sih...,-1.0
UgwdyLN2alLVWr4r6614AaABAg,Bella Pardian N Allifiah,"Sedih sekali ,sebenenrya sebaiknya diutamakan lab diperbanyak , ilmuan di bantu untuk penelitian covid, saya belum yakin indo sudah siap new normal ,padahal yg positif saja semakin naik ,blm ada tanda tanda  kurva turun:""",-1.0
Ugyr2l7Q7JnFok3pObZ4AaABAg,Fandi Apri B,"Saya rindu touring , kapan nih saya bisa bebas touring lagi , dah kangen gass pool",0.0
UgyRTJgHQz9JUSgnCst4AaABAg,Agung riyadi,"Aku harap pak jokowi merintahkan para rw di jakarta suruh buka portal semua jalan. 
Km sebagai kurir sangat kesulitan untuk bekerja",-1.0
Ugwh-qhH_lL76sanpw54AaABAg,Slamet Riyadi,"Sebuah tantangan baru Mall di buka Masjid di tutup Masya Allah 
😢😢😢",-1.0
UgzKVpZ3USLmPwc7ZAN4AaABAg,daud setiawan,Gimana tuh kalau setiap toko wajib celupkan uangnya kedalam alkohol desinfektan sebelum menerima /diberikan  kepada konsumen.,0.0
UgzJLTP6gQEuSTdDi6R4AaABAg,Edi Ranur,"Catat 1juni new normal di berlakukan soalnya saudaraku dari china mau masuk (tka),abangku zhinjiping udah marah marah tu,soal nyawa rakyat masa bodoh terserah.",-1.0
UgzgdqPS6F4fr5_1hSJ4AaABAg,Jm Chennel,"New normal ketika tim medis teriak ""menyerah"" dan yang positif naik 900 

Apakah ini jawaban pemerintahan???entah
Saya hanya bsa do'a kan yang terbaik untuk indonesia",-1.0
UgzjgJe3jmyNyvN9Ooh4AaABAg,Jeje Jeje,Kalau nunggu sampai musim covidnya abis 3 th kedepan bonyok siih ( spt flu Spanyol dulu ) ini pandemi/global ga mungkinkan th ini bisa reda 100%..tetap aktivitas diluar tapi hati2 jangan sampai apeez kena covid 19...disiplin dan mematuhi aturan protokol  pencegahan covid 19 adalah jalan terbaik.,1.0
UgwUrCXugipAYv_Af7R4AaABAg,Kris insave,Ya mau ga mau harus normal karna semakin lama lock down semakin banyak juga biyaya yg dikeluarkan pemerintah sedangkat keuangan negara udah menurun drastis juga...,1.0
UgwIQSWpeNn1yFjtjud4AaABAg,Fetty 1548,"Smg bukan prank,  daya beli masyarakat  kurang.......... Sepi dach mall walau dah diajari berkunjung ke mall oleh pakde",0.0
Ugxuf4sH_fRbJ4BRANx4AaABAg,Is eng,"Kayak judul ""tatanan dunia baru"" new world order",0.0
UgyQ0ia5pgwlRFPNARh4AaABAg,Riady Tandy,"jga diri kita masing2, ikut anjuran pemerintah. Mudah2an covid 19 segera hilang dari indonesia.",1.0
UgwFvyTmIzSukaZrHPR4AaABAg,Rachman Setiawan,"Hanya org bodoh yg lawan covid.
Gak ada vaksinnya,gak bisa sembuh.",1.0
Ugy9e9fkhQ_8D3gEZpp4AaABAg,reyn gad,"NEW NORMAL
😕😕😕😕😕
Hampir saja sama dengan kata-kata D.TRUMP THE NEW WORLD ORDER

Apa kalian memiliki tujuan yang sama
🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀🙀",0.0
UgyTPx74Juw1XcoTcPF4AaABAg,Aditia1204 Ramadan,"Tarik sana tarik sini, dorong sana dorong sini, kecebur lah ujung""nya 🤪🤪🤪",0.0
UgyO0zP3tb-sr7rlvLt4AaABAg,TRIPLE A,lah ini w diphk kagak dapet bantuan. gimana?????,-1.0
Ugx_9LNj3GQEui0i-Sp4AaABAg,shandy permana,mau coment takut ditangkep hahhaha. nyimak aja deh. tetap semangat buat rakyat kecil apalagi yg sudah di PHK,0.0
UgyarnS-S5Bj8TRhlmp4AaABAg,Kasmanto Hadi Suroyo,Di menit berapa ya ada kata2 mulai 1 juni mulai new normal ? Bisa tolong dibantu ?,0.0
UgwRfvo6uSIEZxrYhFd4AaABAg,samudera biru,"NEW NORMAL APAKAH SEMUA rumah ibadah dibuka juga, jgn hanya moll SJ pak , kami butuh kepastian ,,, jgn sampai jd polemik dan protes dr masyarakat",-1.0
UgxZFlD3xuafJgp4kfB4AaABAg,driver kederjalan,"Semoga di tgl 13 nya, negri ini baik2 aja,dan dijauhkan dari keburukan,amin",1.0
UgyHB8cDXKyJ6YrdqPt4AaABAg,Ryanss666,"Maklum,budaya tumbal demi ekonomi (pesugihan) itu hal yang lumrah",-1.0
UgzlxZe4LmVe9_NI4SB4AaABAg,Rooly Gooo,Portal portal bukain bikin ribet aja percuma di portal juga,-1.0
Ugxg5VWxBcYsK5kXYjF4AaABAg,rinto hadi,Masjid dijaga polisi sama TNI enggak pak biar aman dan rame dibandingkan mall dan bikin tatanan iman itu lebih penting,0.0
Ugx94qtVWNzeyGSAIzN4AaABAg,Bram Gumilang,"Dirumah mulu salah,di kasih new normal salah, masyarakat maunya apa..? Katanya butuh makan, dikasih kebijakan salah, maunya apa sih rakyat indonesia, dengar taatin pemerintah.",1.0
UgzJns3GHSqTKYp3ee14AaABAg,Nur Akim,"Semoga covid 19 secepatnya hilang itu yang kita do'akan sama sama,, Aminn 🤲",1.0
Ugynxy3a-NBuVIc01lB4AaABAg,Azwar Efendi,"revolusi mental
new normal
next apa yah..?
pra krja apa crta yahh?
bnyak kli pr bapak joko",0.0
UgzLl3ceSPIN9ygQyrx4AaABAg,El nino el,"Alhamdulillah,,prediksi dan apa yg terpikir d kepala benar2 terlaksana,,juni corona menurun dan juli mulai hidup normal lagi",1.0
UgygxoNHTw2rBiPSGE14AaABAg,Rahmatul Ulya,"Pak dhe : Tatanan Baru
Sunda empire : Puntennn",0.0
Ugz9YRzrE3EmYL3hUQ94AaABAg,Edy Suryadi,Nikah tanpa resepsi bisa masuk new normal juga gak pak??,0.0
UgwZA0M90MMJMCHfmlZ4AaABAg,Benar jelas Salah jelas,Plin plan.     Kan pemerintah yg nyuruh rakyat diam di rumah dan sekarang baru sadar CORONA gak hilang ekonomi anjlok,-1.0
UgzGJKOyqpqVqaXelBF4AaABAg,kancil formosa,ooo gitu.kok di buka.... tutup aja terus... biar kami  rakyat kecil rela jadi tumbal....,-1.0
Ugz7OwTAbpjteuoyuiF4AaABAg,Hari,Kenapa nggak dari dulu di kerahkan untuk menjaga di setiap keramaian,-1.0
UgzxrN5Px79qThd1pN54AaABAg,Ferya Anto,Negara lain sudah mulai normal.. ini indonesia malah ruwet.. ancurrrr currrr,-1.0
Ugzcfup80f3-W2_fU4J4AaABAg,Nadia Salsabilla,Kok saya Senang bgt lihat pak Jokowi sekarang...hee,1.0
UgzbcopQOel5fMNu7-B4AaABAg,Hildani Sbd,Gila ngga habis pikir...dengan ulah raja ngeprank.hadehhh,-1.0
UgxWQjyvxhU97nBPtJ14AaABAg,Mad Bolang,"Waduh sdh dimulai nih, :
Yang kuat immunnya bakal bertahan.
Yang ga kuat bakal mati.

Menuju manusia baru ...",0.0
UgzonShr_iWlwmyosAJ4AaABAg,evan parulian,"Klo bicara normal(new) mah ya d cabut lah smw aturan""",0.0
UgwKvamB3XLsVHmw20N4AaABAg,Erman Apkanadiansyah,Masih bnyak rakyat awam pak..tlong pertegas maksudnya...jngan slahkan rakyat klo nnti mall2 dan pasar2 penuh.... walaupun katanya protokol dijalankan brrti bapak ga ngerti rakyat ya...rakyatnya kan bandel2 wkwkwkw....lah wong rakyat bnyak yg bingung mudik sma pulang kampung beda....tpi klo sya paham pak........tpi BOHONG....WKWKWKWK,-1.0
UgwsZ55qZEqL5Mo8OXx4AaABAg,Muflih Without Within With it,"dari dulu gw idup

ya normal normal aja

main game, nonton youtube, nonton film",0.0
UgzbC833BReNbir4ZRx4AaABAg,Wisnu Pamungkas,Sunda Empire terima kasih sudah mengingatkan kami😄,0.0
Ugw2CcZBgndwH1dtikB4AaABAg,Aryan 13,tolong pidato jangan pakai kertas contek ya 😄,0.0
UgwzQsyuwLNgCO3wC194AaABAg,Andika Raktadewa,"Ibarat kerakap tumbuh di batu
Hidup segan mati tak mau",0.0
Ugwjq0RMmC3LMt6oUTt4AaABAg,Alpa Beth,"Penerbangan internasional smoga dah bs ya ?! , semoga pandemi ini bs segera berlalu dan semuanya makin membaik 🙏🙏",1.0
UgwWT3MO9CG3_uTh3JJ4AaABAg,Ayi Yi,Untuk ngurus surat rafid test sungguh mahal sekalii,-1.0
UgwfDi0IWLbbQ7eX6nN4AaABAg,Ghaizan Nugraha,Kalo menurut saya masyarakat tergantung aparat dan pemerintah nya. Jagan cm masyarakat doang yg harus d siplin.pemenrintahnya juga dongg... Masa lagi pandemi ngadain konser. Sementara yg mau mudik aja gk boleh....  Hadeuhhhh... Indonesia terserah....,-1.0
UgwmJwLKdK96qR1OrlR4AaABAg,Fauzi 2016,Coek deh. Mall aja buka. Pikir pakek akal. Orang ke masjid pasti dia suci bersih soalnya mau sholat. kalo ke mall yg penting harum. Coek deh. Coek salam dari SuRoBoYo. Negara ini Tanpa Agama islam Tidak Bakal Merdeka.,-1.0
Ugw1KLpf2OXrUMo4r6J4AaABAg,sahabaja shahab,New normal dapat dimaknai menyerah / tdk sanggup lagi,-1.0
UgxQrytnESmZKt183RB4AaABAg,Dedi Pekok,"kegabutan apa lagi pak jokowi ini, bantuan nya pak jangan lupa di tinjau biar gak di korupsi",-1.0
UgzClE_V6FuwWlrKgV14AaABAg,INODARE 5728,Saya baca baca .katanya penggunaan masker berlebihan itu bahaya . Kalau aktifitas kita wajib masker . maka oksigen masuk ke jantung lalu ke otak terhambat dan bisa menyebabkan keukurangan oksigen . Bisa-bisa pingsan,0.0
UgxNQwPpvVWlKgHXYzh4AaABAg,Bagja Halomoan,Kegitan normal namun harus tetap pada koridor social distance ? Kemarin aja psbb malah nonton konser,-1.0
UgwU6mGKj0Xj8aSqb5d4AaABAg,Blanwir Jaya,Makin banyak...Covid nih...datanya aja...masih banyak pak yg kena....,-1.0
Ugwqf5vUXsxJtQmbUrJ4AaABAg,Andry Sacho,"Mudah mudahan warga china di larang selamanya masuk indonesia..
Yg anti china mana like nya😂😂😂",0.0
UgzU6KNb69H98xsnHqx4AaABAg,David Alexander,Ekonomi jalan terus tapi ibadah dibatasi,-1.0
UgxEXXmvJuqbDEG8nWJ4AaABAg,Enjoy Life,"Harus minta pendapat pimpinan ""SUNDA EMPIRE"" yang pernah bilang tahun 2020 akan terjadi Tatanan Baru.",0.0
UgwcX6zZ-g94yDqD9Ix4AaABAg,War H,"Perediksi sunda empire 2020 akan ada bencana yang akan merubah tatanan dunia.. 
Berbakat jdi peramal wkwkwkkw",0.0
UgyJYPbEnEwaM78qYQd4AaABAg,aldo_ perwira,Ya intinya kita liat saja kedepan nya apakah new normal ini bakal menambah korban positif yg signifikan atau malah tidak,0.0
UgwwoiqiTAMjIoXJ1ZB4AaABAg,Jeje Permana,Letjen NATO Rangga sasana hadirlah hadirlah hadirlah.....😆😆,0.0
UgxH0uV1QJynN9Cw-sp4AaABAg,Mustafieed Ciehakim,Terus kapan ya bisa atau Boleh Bikin Hajatan Untuk pesta Pernikahan? Atau Khitanan ya,0.0
UgyG3NdH-txxJUH5wZt4AaABAg,Babeh rebeh,"Ngomong senang..cangap .saja
Rakyat banyak yang susah..",-1.0
UgzkS-VgKoWdh_WU1op4AaABAg,Messa Sarifah,Jujur saya tuh bingung dgn aturan pemerintah yg berubah rubah kyk bunglon. Saya lebih kasihan ke tim medis yg sudah susah payah berjuang demi masyarakat indonesia. Tp sementara pemerintahan hnya sibuk mikirin masyarakat yg tidk taat aturan. Gmn nasib masyarakat yg sllu taat aturan pemerintahan... ( saya salah satu org yg sllu taat aturan. Jujur merasa kecewa dgn aturan pemerintah yg tidk konsisten).,-1.0
UgzxTiWJtXFgMm51cDV4AaABAg,Rindiyani Rindi,"Intinya patuhi sgala peraturan yg ada dlm pandemi.jgn bandel warga +62 ya..biar bs normal lg.gk enk kan kalo lama""di rmh gk ada hasil..?",1.0
UgyKg4KGnKmCVYib8cp4AaABAg,Ramdan Ramdani,"dari mulai pemilihan persiden udah banyak korban , ya terus sampe sekarang dan seterusnya selagi cara memerintah kyk gini rakyatlah yg akan jadi korban , negri dongeng negri anggaran dan anggaran negri ngutang ya ngutang terus , kayanya Kiamatlah yg lebih baik dan adil untuk semuanya biar adil , krn aku yakin di alam akhirat nanti tdk ada yg kebal hukum dan tdk ada lagi yg korupsi bebas berkeliaran",-1.0
UgyFoeRsSdkEWus8Txp4AaABAg,Fikri Klik,"Kita gak mau New normal, yang kita mau New president!!",-1.0
UgxHRjVul0yj2jyZZBF4AaABAg,Eni Ramadani,Pemerintah sudah berusaha sebisa mungkin..jdi jgn salahkn mereka..karna untuk mnguruss masyarakat itu tidak mudah..apalagi masyarakat berjuta juta..dan bnyak sekali masyarakat yg tidak patuh pada tinjauan pemerintah..jadi saling mndukunglah..karna untuk saat ini kita saling memnutuhkan..kerjasama..untuk mlawan corona virus,1.0
UgyYq-5YeQIPWPWnyKR4AaABAg,Yusuf Abdullah,Udah buka aja perkantoran mall ekonomi buka lagi percuma aj pbb mw diperpanjang juga rakyat udah jenuh liat nanti klw anis perpanjang tu pbb g ada pengaruhnya,1.0
Ugy6lX3frWJJsSsG0414AaABAg,Rifin Nur Cholis,Indonesia mulai menggerakkan ekonomi dengan jurus-jurus yang sangat berhati-hati. Indonesia bisa..! Amin.,1.0
UgwgrjHm8ePA2XSFH1J4AaABAg,Septa Eka,"Buka semua psbb.. mau kluar kmn"" ndak bs.   Mau krj jln di ttp
 . . Pusingggg rasany",1.0
UgzBMXl9EitqIXNi7ON4AaABAg,Ocicha,"Waktu itu blusukan ke pasar krna ingin popularitas dan elektabilitas dan suara..
Eeh sekarang blusukannya ke mall karna mau buka kunci dan menjalankan perintah cukong..",0.0
Ugxg4a6qbiDhAIISHj94AaABAg,Jual Mahal,"Cuma di +62 org2 pintar harus mengikuti org bodoh, pd akhirnya semua kliatan bodoh",-1.0
Ugy6BYIOOkXRAFlfMHl4AaABAg,Dicky chandra Pinkymon 2000 indonesia,Semoga pulih lebih cepat seluruh indonesia kami yang punya niatan baik jadi tertahan oleh aturan aturan nya.. semoga niatan baik yang di undur ini dosa nya tidak menimpa kita. Tapi di tangung oleh yang mengatur,1.0
UgzJZx962736Dzncl3V4AaABAg,MA92 GAMING ID,"oke fix, di tahun ini kita harus hidup berdampingan dengan virus. siapkan daya tahan tubuh kalian supaya kuat menjalani hidup di tahun ini.",0.0
UgwbJs7deXC96vsGSBl4AaABAg,Prada Wibrata Wibrata,"masyarakat itu bisa di siplin kalau masa pandemi covid 19..perut nya kenyang ..karena bantuan pemerintah yang tepat sasaran..
kalau cuman TNI..Polri ..nguber2 rakyat supaya disiplin..tidak ada guna nya ..karena rakyat perlu cari makan..",-1.0
Ugx7ojcw80HvcKYhkTl4AaABAg,Rudy Tse,Setuju Pak President..jadi rakyat bisa mencari mkn utk menghidupi org Tua Dan istri anak mrk..bagi yg takut terkena Corona silahkan berdiam dirmh saja..,1.0
UgyVwPLlpdPqDjvyDLJ4AaABAg,liadjstmasriat liadjstmasriat,untuk ap ke moll.. Di sana kan cuma jualan.. Coba langsung ke kampung2..liat situasinya...bangai mana keadaan rakyat anda.. Ap kekurangannya..,-1.0
UgwP9m7RHqT33JvGQEp4AaABAg,Kelvin Yudho,Sunda empire banget   tatanan baru hahahaha,0.0
Ugz5u9lsqVynanWuxj14AaABAg,agus peter agus,Sudah dirncang dan sdah dijalankan...oleh yahudi ....mau tak mau rakyat digiring untuk mematuhi...kita smua hnya korban dari new word order...,0.0
UgzSQD5CSIq2NlnaKLF4AaABAg,Moh Aliyas,"Ko gak di DKI pidatonyaa
🤣🤣🤣 kalah sama pak gubernur pidatonya gak pake tek",0.0
UgxhhL8oOe8yBlu6fsZ4AaABAg,Yudhi Prasityo,"Ini namanya seleksi alam, bagi yg kuat bertahan dia selamat, bagi yg ga kuat wasalam,
Semoga allah selalu melindungi kita semua dan segera wabah cepat hilang",0.0
UgwV3PMoaKz-Wc_dUph4AaABAg,Enyo Channel,Biar GK terlalu tegang mending intip yuk channel gw 🤭 khusus Sunda,0.0
UgyHZA47MggT830fm1h4AaABAg,aris spy,Bukti ketidaksanggupan menangani covid-19,-1.0
Ugw0Kbz-jL9DmFIKAjZ4AaABAg,LIMA DIMENSI,"Mantab pak presiden 👍
Kenapa tidak dari awal saja 💪
Padahal di awal tahun 2020 ekonomi produktif kita sudah berkembang
Kerja, kerja, dan kerja",1.0
UgxkxxY12k_AMzNWyUt4AaABAg,Edi Supriadi,Kenapa sih yg di utamakan mall .tempat ibadah g di sebut hmmmm,-1.0
Ugw2R_9gxZxI-DKxSFt4AaABAg,H F D CAR CHANNEL,"Kalau hanya sekedar nama new normal aja, make masker,jaga jarak dan cuci tangan itu uda seriing diucapkan ga ada yg berbeda, kalau new normal namun ga disiapkan infrastruktur dan IT nya ya sama aja, dan  akan tidak mudah merubah prilaku org dlm waktu cepat, kalau begitu  ya sama sama aja, psbb dan new normal ...hrsnya ada terobosan secara IT atau infrastrukturnya utk menjalankan konsep new normal ini, cth aja singapura, jd bukan hanya bagaimana menjalankan roda ekonomi aja ...",-1.0
UgyBF2Pe-P8BHWwn_uV4AaABAg,dicky her,Kok selebrasi nya di mall sih ? New Normal berarti GAGAL kembali lagi ke Normal yg lama.,-1.0
UgyyonYE4VDPiBbcTaZ4AaABAg,Nyenton,New Normal = Seleksi Alam.... Selamat Berjuang Manusia....,0.0
UgyoGVLbWPwMj6T17VZ4AaABAg,Marsaid Said,"Semoga dgn tatanan baru ,, ekonomi Indonesia kembali puli,,, dan semoga kembali normal ,,dan semoga rakyat Indonesia sehat wal,afiat,,,Aamiin Ya Robbal Alamiin",1.0
Ugzxbnk_T-MXylGzied4AaABAg,Christian Darmawan,"Menyelamatkan ekonomi tapi warganya meninggal karena corona..
Hiya hiya hiyaa...",-1.0
UgzmyFYUKyzkn1bYqhJ4AaABAg,kampung kota tv,Embah amin kemna pak jokowi kok kerja sendiri aja,0.0
UgwjKD42VX8wcevTBHl4AaABAg,Roni Sach,Ngopi dulu... biar gak ruwet... ruwet... ruwet....,0.0
UgzLKDYnz0V1fTyw_2R4AaABAg,roro dhiyah,"Pengen semua aspek kembali normal.. gak cuman mall.. ak mAh gk butuh mall, butuh kembali kerja, mengembalikan perekonomian yg kandas selama 3bln.. 😢😢😢",1.0
UgwXU7ogJLP1rLMTDO54AaABAg,Alan Dani,Kesiapan apa yg di maksud.....presiden...,0.0
UgxlDlYcDGYWWUQ5E3V4AaABAg,hendri As,Semenjak sunda empier di gulingkan tatanan dunia makin berubah,0.0
UgyoYm_DoG2Hq1tHiDt4AaABAg,Irfan Nugroho,Nah ini baru win win solution perekonomian tetap berjalan teteapi perlu ada aparat untuk mendisiplinkan masyarakat,1.0
UgywuCVAkGOvYOR6g5V4AaABAg,jalmi dzo'if,Mohon untuk lengser bung... negara kita jadi hancur dan rusuh....,-1.0
UgzNhhBxPu5sCdqwjyV4AaABAg,zakirun kiruns,"berdamai dengan corona , karena damai itu indah.",0.0
UgwSVgZ2el3UHjXBIHJ4AaABAg,AZWAR GAMING,"Ini pemimpin g bisa di pegang omongannya...rakyat di suruh lockdown,  saat corona makin banyak malah mau new normal...ini gmn sih kebijakannya...",-1.0
UgyTxakg2W6rfaPQN8x4AaABAg,kill your destiny,"semenjak petinggi sunda empire di tangkap , tatanan dunia jadi hancur",0.0
Ugyi7NdHgc1xyoDmccV4AaABAg,Maxim Develop,"Semoga Mendik meluncurkan Online Schooling pada era of new normal, Biar anak dan adek"" kita aman dan tetap bisa hasilkan pendidikan secukupnya.",1.0
UgyVLcEuqbxFJc3BxLN4AaABAg,Yanti Yan,"Waspada dan berhati-hati, menjaga kesehatan diri sendiri itu lebih baik daripada mendengarkan kebijakan yang berubah ubah.  Mau new normal...mau new apalah .... tetep jaga jarak,jaga diri dan waspada.",0.0
Ugzzw7d8C_ZGcHhutrB4AaABAg,Fendi Rohmawan,"Gagal tangani pandemi... Bisa apa.lagi selain herd Immunity? Silakan rakyat berjuang sendiri, negara tidak bisa terus membiayai rakyat...",-1.0
Ugxw5XPyEvxeWG-xzxp4AaABAg,katyusa k14,"Kalau peresmiannya dipasar tradisional akan sangat seswei sekali sama citra pakdhe yg selama ini susah payah dibangun, agar terlihat merakyat,dan lagipula kalau ingin menyelamatkan perekonomian kenapa malah diemol, emol kan ekonomi kapital, bukan ekonomi rakyat bawah...",-1.0
Ugyk49A6D2BRf_rbAY94AaABAg,M Dedi Rudianto,hayo.. tni dan polri.. pemerintah jg harus didisiplinkan loh.,-1.0
UgyGY1_VV4uAw03DTet4AaABAg,Alis sadi,SEMOGA TIDAK SEBATAS........CARI AMAN....,0.0
UgznRQlEGxU6KsIHwy54AaABAg,Ani Ajh,Semoga Tuhan mendengar doa umat - umatnya agar covid 19 secepatnya menghilang .,0.0
Ugxfg_Tlv6q1IfiG5Md4AaABAg,ND chanel kicau mania,D psbb mash aja pada nekad keluar pak bebasin aja lah biarin terserah rakyat bapak aja.yg nurut ama yg bangkang banyak yg bangkang pada keluar rmh juga ini.,0.0
UgxGCXkTHl4LYY0YI_d4AaABAg,Serly channel,"Semoga p.jokowi Dan.keluarga beserta seluruh rakyat Indonesia selalu dalam lindungan tuhan yg maha esa Dan terap patuh , rakyat bekerja sama demi keselamatan bersama, amin",1.0
UgwCteUnM9aXFbQ4DYN4AaABAg,Anak Rimba sumatera,pemerintah sudah mnyerah... klau tidak sanggup berhenti aja jadi preseden.,-1.0
Ugy1u1sTzalTM0FW5N14AaABAg,ahmad khotib sambas,PSBB ja sehari yg positif bisa 500 orang perhari.... Apa iya new normal bisa aman covid... 😞😞😞,-1.0
Ugx3BqoF3lkWnUuJ9yR4AaABAg,KAMILA NISA,"Pemerintah pastinya sdh memikirkan kebijakan yg terbaik.....
Jangan asal mencemooh.....",1.0
Ugzk4g3NEcveDZv417B4AaABAg,spiderman hitam,"Mall di buka juga percuma, lebaran dah lewat, orang pada mikirin utk makan besok, bukan utk beli baju...karyawan banyak di PHK, karyawan banyak ga dpt THR..",-1.0
Ugyxv5-3_3AoJTaoVIB4AaABAg,brown drummerID,"+62 : Tatanan Baru
Sunda empire : apa gw bilang",0.0
UgyFHw3VZ8n2oVBEz8J4AaABAg,Rizqi wijayanto,"Herd immunity are starting soon 🤗
Selamat berjuang kawan kawan 😄",0.0
Ugyu_yKES0_HcI1qCWR4AaABAg,Filbert Sutanto,"Sebaiknya pakai kata2 yang mudah dipahami masyarakat,, jangan pakai istilah2 bahasa inggris seperti itu agar semua masyarakat dapat mengerti dengan baik. Untuk masalah hidup di tengah pandemi ini mau tidak mau ya ekonomi harus dibuka. Indonesia bukan negara yang ekonominya bagus, jaringan pengaman sosial kita belum bisa bekerja dengan baik ya siap tidak siap memang harus dibuka ekonominya. Indonesia banyak sekali pekerja dengan status karyawan kontrak yg bisa di phk kapan saja tanpa pesangon,, jika tidak segera dibuka pekerja dengan status kontrak ini yg akan sangat terdampak. Pengangguran usia muda akan bertambah signifikan dan ini berbahaya.",1.0
UgxyVo062j21gXV-4c14AaABAg,Arin Masola,Semoga sekolah dapat segera di buka begitu pula dengan pengajian umum,1.0
UgzvqVuJo99wjXS54Sh4AaABAg,Joko Triyanto,Saatnya psbb bubar krn efeknya ekonomi hancur saling curiga jg byk yg klaparan.,1.0
UgwTzlkzI6fO383fMPJ4AaABAg,Nurdin Udin,Ekonomi di tingkat kan..ya pribumi gak blh pergi..ya bandara  bebas...oh kasian...dikit2 pribumi yg sasaran trus..jadi korban,-1.0
UgxFpeqNp1VfwQHgAh54AaABAg,Elsit Isbat,Pak yg datang ke mall kan bukan yg tinggal d zona hijau saja... Bahkan dari zona merah??? Asli sy lier....kumaha tah pak?,-1.0
UgzIV7dfv-uRvMeaWFZ4AaABAg,Wekky Tv,"Walaupun zona hijau,tapikan pengunjung nya dari berbagai kota",-1.0
UgxeTDxL0Wa0JSkMxZt4AaABAg,Ahmad Zacky,Ngapain juga ke mall .. mending ke angkringan/pasar ngidupin ekonomi rakyat kecil..  di mall ruangan tertutup Ac.. ngeri,-1.0
Ugy39bzEwBr9LOygYJl4AaABAg,Gus Salim,"Kl sdh nyerah, lbh baik buka masjid biar kt berdoa minta sama Allah...",0.0
Ugx2AU3l925soT5UO4Z4AaABAg,dadi sunadi,Saya domisili di bekasi apa perlu bawa surat SIKM jika pulang ke cirebon?,0.0
UgwtUjV9RW5yC3Rs21F4AaABAg,kris al,negar laen melakukan new normal karna sdh berkurang jumlah yg terjangkit TAPI indonesia blm bisa menekam angka itu LOGIKANYA kan gk nyambung tolol berjamaah....,-1.0
Ugwrm1J4mVgyPvme_YB4AaABAg,helmy maulana,Covid tuh ada apa kagak sih ??? Aturan pemerintah kaya maen² njir.,-1.0
UgyXvYshmCP6a1IpnsJ4AaABAg,Achmad Naufal,"KRL umpamanya yang biasanya 200 orang per gerbong, jadi 50 orang saja, jadi yang awalnya cuma butuh waktu 1 jam jadi 4 jam. gitu ya? atau gimana ya?",0.0
Ugxy7kv3BEwNtoR8C114AaABAg,D jang,"Bagus Dah anggota  Banyak pada kerja di lapangan, jd tingkat kriminal mungkin agak berkurang",1.0
UgzKGttQJhkbZhHufOV4AaABAg,Bakir Bakir,Jawa timur masih zon merah perlu  di awasi yg ketat.,0.0
Ugz6VrnIfM8kIHbDj-l4AaABAg,WR Karya,Waw jadi mirip royal battle dalam main game. Siapa yang bisa bertahan saja dialah yang layak.,0.0
UgzuL9wt3MeIOSALAu54AaABAg,ADS,*RIBUAN ORANG MENYADARI BAHWA* Thumbnailnya bikin ngakak😆😆😂,0.0
UgyCxYewitEfJZh3e9B4AaABAg,muhammad nur kholik,Presiden nganuuuuuuu...plin plan gak jelasss gak punya tujuan...nyesel gue nyoblos dia,-1.0
Ugysoy65H9gYiHbRajd4AaABAg,Bagas aji,"Dr awal covid knp pemerintah ga gandeng ilmuan dalam negeri yak, apa kurang yakin sama kemampuan SDM akademisi dalam negeri??",-1.0
UgyIrHCrkF6CXb2rTpN4AaABAg,Yu Lisman,Presiden kelayapan apa gk takut covid.. knp harus sibuk mengamankn rakyat... yg mengamankan pejabat siapa???,-1.0
Ugwag9OR1_5Hnus8cv14AaABAg,Jono Muhidin,Indonesia terserah aj lah...mudah2an gk seperti negara2 eropa dan amerika latin..,0.0
UgxhOSa4ECvUR5kMMO14AaABAg,eko ariyanto,"terlanjur gk kerja krn phk,terlanjur pedagang gulung tikar ..enak yg pns puya gaji,.saya rakyat kecil cuma bisa ngelus dada",-1.0
Ugy9AElgb74gYV5vfbN4AaABAg,BANGS CHANEL,Menyelamatkan ekonomi pribumi demi masa depan mendatang agar lebih baik bukan berrti menyampingkan nyawa pribumi. karna setiap keputusan pasti sangat berat tuk di ambil !!!,1.0
UgwlQEsWSyfiONfmyVF4AaABAg,Rusnita Halery,"Hanya Allah Maha Pelindung, skrg mah balik ke diri masing2 untuk lbh disiplin dan memperkuat system imun untuk bs beradaptasi. Krn siapa kuat dia bertahan sekarang mah.",0.0
UgyBTjcBkpAOYRPq9sF4AaABAg,Caesara Rangga,"Terlalu memaksa. Grafik penderita Corona di Indonesia masih bergerak naik. Berbeda dengan Malaysia, Jepang, Filipina, grafik mereka sudah melandai bahkan menurun, wajar mereka mulai menerapkan New Normal. Lha wong di Indonesia saja kebijakan pemerintahnya masih gak jelas, ditambah kelakuan masyarakatnya yang masih ndableg. Yakin Pak Jokowi, ingin menerapkan New Normal? Tolong dipikir ulang lagi. Kalau bisa bahas bersama akademisi yang di bidang nya...",-1.0
UgzUEfV0athqcKcKqC94AaABAg,fredy rayzaki,"hehehe bener kata habib bahar di ceramah ny, klo habis lebaran normal kita kalah telak 1 langkah",0.0
